Year,Rk,Pk,Tm,name,college,Yrs,Totals_G,Totals_MP,Totals_PTS,Totals_TRB,Totals_AST,Shooting_FG,Shooting__3P,Shooting_FT,Per_Game_MP,Per_Game_PTS,Per_Game_TRB,Per_Game_AST,Advanced_WS,Advanced_WS48,Advanced_BPM,Advanced_VORP
1965,20,17,BOS,Ron Watts,Wake Forest,2,28,92,40,39,2,0.261,,0.696,3.3,1.4,1.4,0.1,-0.1,-0.062,,
1965,21,18,SFW,Keith Erickson,UCLA,12,766,18841,7251,3449,1991,0.435,,0.769,24.6,9.5,4.5,2.6,25.2,0.064,-0.6,2.3
1965,22,19,NYK,Barry Clemens,Ohio Wesleyan University,11,790,12585,5312,2532,905,0.454,,0.756,15.9,6.7,3.2,1.1,18.6,0.071,-0.9,0.7
1965,23,20,DET,Ron Reed,Notre Dame,2,119,2245,951,762,173,0.364,,0.571,18.9,8,6.4,1.5,-1,-0.021,,
1965,24,21,BAL,Joe Newton,Auburn,,,,,,,,,,,,,,,,,
1965,25,22,PHI,Bob Weiss,Penn State,12,783,17277,5989,1398,2931,0.428,,0.828,22.1,7.6,1.8,3.7,31.2,0.087,0.2,2.6
1965,26,23,STL,Ken McIntyre,St. John's,,,,,,,,,,,,,,,,,
1965,27,24,CIN,Jon McGlocklin,Indiana,11,792,20930,9169,1928,2280,0.489,,0.845,26.4,11.6,2.4,2.9,47.1,0.108,-1.5,0.5
1965,28,25,LAL,Jim Caldwell,Georgia Tech,,2,7,0,1,1,0,,,3.5,0,0.5,0.5,0,-0.117,,
1965,29,26,BOS,Toby Kimball,UConn,9,571,10439,3470,3870,571,0.425,,0.573,18.3,6.1,6.8,1,14.2,0.065,-1.4,0.2
1965,30,27,SFW,Warren Rustand,Arizona,,,,,,,,,,,,,,,,,
1965,31,28,NYK,Larry Lembo,Manhattan College,,,,,,,,,,,,,,,,,
1965,32,29,DET,Jim King,Oklahoma State,,,,,,,,,,,,,,,,,
1965,33,30,BAL,Skip Thoren,Illinois,,,,,,,,,,,,,,,,,
1965,34,31,PHI,Hank Finkel,Dayton,9,551,6866,2790,2151,426,0.449,,0.662,12.5,5.1,3.9,0.8,13.5,0.094,-3,-0.2
1965,35,32,STL,Lynn Nance,Washington,,,,,,,,,,,,,,,,,
1965,36,33,CIN,Bob Love,Southern University and A&M College,11,789,25120,13895,4653,1123,0.429,,0.805,31.8,17.6,5.9,1.4,50.4,0.096,-1.8,0.4
1965,37,34,LAL,Brooks Henderson,Florida,,,,,,,,,,,,,,,,,
1965,38,35,BOS,Richie Tarrant,Saint Michael's College,,,,,,,,,,,,,,,,,
1965,39,36,SFW,Eddie Jackson,Oklahoma City University,,,,,,,,,,,,,,,,,
1965,40,37,NYK,Steve Nisenson,Hofstra,,,,,,,,,,,,,,,,,
1965,41,38,DET,Ted Manning,NC Central,,,,,,,,,,,,,,,,,
1965,42,39,BAL,Charles Dinkens,Miami University,,,,,,,,,,,,,,,,,
1965,43,40,PHI,Richie Moore,Villanova,,,,,,,,,,,,,,,,,
1965,44,41,STL,Theodore Werner,Washington State,,,,,,,,,,,,,,,,,
1965,45,42,CIN,Warren Isaac,Iona College,,,,,,,,,,,,,,,,,
1965,46,43,LAL,A.W. Davis,Tennessee,,,,,,,,,,,,,,,,,
1965,47,44,BOS,Don Davidson,Davidson,,,,,,,,,,,,,,,,,
1965,48,45,SFW,Jim Jarvis,Oregon State,,,,,,,,,,,,,,,,,
1965,49,46,NYK,Warren Davis,North Carolina A&T,,,,,,,,,,,,,,,,,
1965,50,47,DET,Barry Smith,High Point University,,,,,,,,,,,,,,,,,
1965,51,48,BAL,Lavonne LeFlore,Jackson State University,,,,,,,,,,,,,,,,,
1965,52,49,PHI,Mitch Edwards,University of Texas-Pan American,,,,,,,,,,,,,,,,,
1965,53,50,STL,John Rambo,Cal State Long Beach,,,,,,,,,,,,,,,,,
1965,54,51,CIN,Leon Clements,Ouachita Baptist University,,,,,,,,,,,,,,,,,
1965,55,52,LAL,Theo Cruz,Seattle University,,,,,,,,,,,,,,,,,
1965,56,53,BOS,Haskell Tison,Duke,,,,,,,,,,,,,,,,,
1965,57,54,SFW,Dan Wolters,California,,,,,,,,,,,,,,,,,
1965,58,55,NYK,Dale Neel,High Point University,,,,,,,,,,,,,,,,,
1965,59,56,BAL,Willie Somerset,Duquesne,1,8,98,45,15,9,0.419,,0.818,12.3,5.6,1.9,1.1,0.1,0.056,,
1965,60,57,PHI,John Young,Midwestern State University,,,,,,,,,,,,,,,,,
1965,61,58,STL,Terry Kunze,Minnesota,,,,,,,,,,,,,,,,,
1965,62,59,CIN,Jeff Gehring,Miami University,,,,,,,,,,,,,,,,,
1965,63,60,LAL,Dwayne Cruze,Idaho State University,,,,,,,,,,,,,,,,,
1965,64,61,BOS,George Deehan,Lenoir-Rhyne College,,,,,,,,,,,,,,,,,
1965,65,62,SFW,Willie Cotton,Central State University,,,,,,,,,,,,,,,,,
1965,66,63,NYK,Frank Granat,Alliance College,,,,,,,,,,,,,,,,,
1965,67,64,BAL,Jim Murphy,DePaul,,,,,,,,,,,,,,,,,
1965,68,65,PHI,Bob Barnek,St. Bonaventure,,,,,,,,,,,,,,,,,
1965,69,66,STL,Cincinnatus Powell,University of Portland,,,,,,,,,,,,,,,,,
1965,70,67,CIN,Jim Fox,South Carolina,10,743,17294,6945,5525,1201,0.479,,0.77,23.3,9.3,7.4,1.6,41.8,0.116,-0.1,2.8
1965,71,68,LAL,George Unseld,Kansas,,,,,,,,,,,,,,,,,
1965,72,69,NYK,Jay Neary,UNC Wilmington,,,,,,,,,,,,,,,,,
1965,73,70,BAL,John Wendelkin,Holy Cross,,,,,,,,,,,,,,,,,
1965,74,71,PHI,Gene West,Drake University,,,,,,,,,,,,,,,,,
1965,75,72,STL,Leroy Walker,Utah State University,,,,,,,,,,,,,,,,,
1965,76,73,CIN,Ron Krick,Cincinnati,,,,,,,,,,,,,,,,,
1965,77,74,LAL,Marlbert Pradd,Dillard University,,,,,,,,,,,,,,,,,
1965,78,75,NYK,Wayne Molis,Lewis (IL),1,13,75,45,22,2,0.373,,0.538,5.8,3.5,1.7,0.2,-0.2,-0.099,,
1965,79,76,BAL,Bogie Redmon,Illinois,,,,,,,,,,,,,,,,,
1965,80,77,PHI,Dean Church,LA-Lafayette,,,,,,,,,,,,,,,,,
1965,81,78,STL,Spencer Carlson,Baylor,,,,,,,,,,,,,,,,,
1965,82,79,CIN,Richie Dec,Seton Hall,,,,,,,,,,,,,,,,,
1965,83,80,LAL,Don Rae,Montana State,,,,,,,,,,,,,,,,,
1965,84,81,NYK,Bill Meyer,Hiram College,,,,,,,,,,,,,,,,,
1965,85,82,BAL,Thales McReynolds,Miles College,1,5,28,3,6,1,0.083,,0.5,5.6,0.6,1.2,0.2,-0.2,-0.356,,
1965,86,83,PHI,Curt Fromal,La Salle,,,,,,,,,,,,,,,,,
1965,87,84,STL,Weldon Kytle,Cleveland State University,,,,,,,,,,,,,,,,,
1965,88,85,CIN,Dick Maile,LSU,,,,,,,,,,,,,,,,,
1965,89,86,LAL,Bob Andrews,Alabama,,,,,,,,,,,,,,,,,
1965,90,87,NYK,Bob Trupin,Yale,,,,,,,,,,,,,,,,,
1965,91,88,BAL,Walt Sahm,Notre Dame,,,,,,,,,,,,,,,,,
1965,92,89,PHI,Dan Anderson,Augsburg College,,,,,,,,,,,,,,,,,
1965,93,90,STL,Elton McGriff,Creighton,,,,,,,,,,,,,,,,,
1965,94,91,CIN,Robert McCollough,Benedict College,,,,,,,,,,,,,,,,,
1965,95,92,NYK,Dennis McGovern,Rhode Island,,,,,,,,,,,,,,,,,
1965,96,93,BAL,Joe Ramsey,Southern Illinois,,,,,,,,,,,,,,,,,
1965,97,94,PHI,Rich Parks,Tulsa,,,,,,,,,,,,,,,,,
1965,98,95,STL,Mel Northway,Minnesota,,,,,,,,,,,,,,,,,
1965,99,96,CIN,Oliver Jones,Albany State University,,,,,,,,,,,,,,,,,
1965,100,97,BAL,Jerry Rook,Arkansas State University,,,,,,,,,,,,,,,,,
1965,101,98,PHI,Jack Morgenthal,Houston,,,,,,,,,,,,,,,,,
1965,102,99,STL,Terry Page,Detroit Mercy,,,,,,,,,,,,,,,,,
1965,103,100,CIN,Larry Franks,Texas,,,,,,,,,,,,,,,,,
1965,104,101,BAL,Dave Hicks,,,,,,,,,,,,,,,,,,
1965,105,102,PHI,James Pitts,Georgia,,,,,,,,,,,,,,,,,
1965,106,103,STL,George Pomey,Michigan,,,,,,,,,,,,,,,,,
1965,107,104,CIN,Ronald Scharf,Georgia Tech,,,,,,,,,,,,,,,,,
1965,108,105,BAL,Bunk Adams,Ohio University,,,,,,,,,,,,,,,,,
1965,109,106,PHI,Larry Rafferty,Fairfield,,,,,,,,,,,,,,,,,
1965,110,107,STL,Bob Tolan,Eastern Kentucky University,,,,,,,,,,,,,,,,,
1965,111,108,CIN,Willie Porter,Tennessee State,,,,,,,,,,,,,,,,,
1965,112,109,BAL,Roger Taylor,Illinois,,,,,,,,,,,,,,,,,
1966,1,1,NYK,Cazzie Russell,Michigan,12,817,22213,12377,3068,1838,0.464,,0.827,27.2,15.1,3.8,2.2,51.7,0.112,-0.5,3.3
1966,2,2,DET,Dave Bing,Syracuse,12,901,32769,18327,3420,5397,0.441,,0.775,36.4,20.3,3.8,6,68.8,0.101,-0.3,5.6
1966,3,3,SFW,Clyde Lee,Vanderbilt,10,742,19885,5733,7626,788,0.432,,0.614,26.8,7.7,10.3,1.1,33.5,0.081,-2.3,-0.4
1966,4,4,STL,Lou Hudson,Minnesota,13,890,29794,17940,3926,2432,0.489,,0.797,33.5,20.2,4.4,2.7,81,0.131,0.4,6.8
1966,5,5,BAL,Jack Marin,Duke,11,849,24590,12541,4405,1813,0.465,,0.843,29,14.8,5.2,2.1,59.3,0.116,-1.7,0.5
1966,6,6,CIN,Walt Wesley,Kansas,10,590,10306,5002,3243,385,0.434,,0.63,17.5,8.5,5.5,0.7,9.5,0.044,-2.7,-0.1
1966,7,7,LAL,Jerry Chambers,Utah,4,239,3691,1931,739,182,0.442,,0.747,15.4,8.1,3.1,0.8,2.8,0.037,,
1966,8,8,BOS,Jim Barnett,Oregon,11,732,17410,8536,2259,2232,0.435,,0.797,23.8,11.7,3.1,3,33.2,0.092,-1.1,1.1
1966,9,9,PHI,Matt Guokas,Saint Joseph's,10,735,16603,4285,1446,2174,0.489,,0.727,22.6,5.8,2,3,26.7,0.077,-1.8,0.2
1966,10,10,CHI,Dave Schellhase,Purdue,2,73,513,208,76,60,0.349,,0.567,7,2.8,1,0.8,-0.6,-0.061,,
1966,11,11,NYK,Henry Akin,Morehead State University,2,86,712,304,177,39,0.351,,0.676,8.3,3.5,2.1,0.5,-1.2,-0.084,,
1966,12,12,DET,Dorie Murrey,Detroit Mercy,6,357,4486,1683,1555,226,0.425,,0.679,12.6,4.7,4.4,0.6,6.5,0.07,,
1966,13,13,SFW,Joe Ellis,San Francisco,8,524,10374,4623,2686,716,0.398,,0.727,19.8,8.8,5.1,1.4,5,0.023,-4,-0.3
1966,14,14,STL,Dick Snyder,Davidson,13,964,25676,11755,2732,2767,0.488,,0.824,26.6,12.2,2.8,2.9,58.3,0.109,0.1,5.4
1966,15,15,BAL,Neil Johnson,Creighton,4,202,2263,798,685,217,0.426,,0.613,11.2,4,3.4,1.1,2,0.042,,
1966,16,16,CIN,Jerry Lee Wells,Oklahoma City University,,,,,,,,,,,,,,,,,
1966,17,17,LAL,Hank Finkel,Dayton,9,551,6866,2790,2151,426,0.449,,0.662,12.5,5.1,3.9,0.8,13.5,0.094,-3,-0.2
1966,18,18,BOS,Leon Clark,Wyoming,,,,,,,,,,,,,,,,,
1966,19,19,PHI,Bill Melchionni,Villanova,2,144,1450,640,202,203,0.412,,0.673,10.1,4.4,1.4,1.4,1,0.033,,
1966,20,20,CHI,Erwin Mueller,San Francisco,6,425,9541,3248,2050,853,0.429,,0.627,22.4,7.6,4.8,2,9.6,0.048,,
1966,21,21,NYK,Stew Johnson,Murray State,,,,,,,,,,,,,,,,,
1966,22,22,DET,Ollie Darden,Michigan,,,,,,,,,,,,,,,,,
1966,23,23,SFW,Stephen Chubin,Rhode Island,,,,,,,,,,,,,,,,,
1966,24,24,STL,Tommy Kron,Kentucky,3,184,3139,1193,603,518,0.389,,0.753,17.1,6.5,3.3,2.8,1.8,0.028,,
1966,25,25,BAL,Dave Wagnon,Idaho State University,,,,,,,,,,,,,,,,,
1966,26,26,CIN,Jim Ware,Oklahoma City University,2,63,429,143,146,13,0.284,,0.647,6.8,2.3,2.3,0.2,-1.1,-0.125,,
1966,27,27,LAL,John Block,USC,10,597,14316,7106,3965,805,0.433,,0.778,24,11.9,6.6,1.3,32.7,0.11,-0.8,0.8
1966,28,28,BOS,Gary Turner,TCU,,,,,,,,,,,,,,,,,
1966,29,29,PHI,Donnie Freeman,Illinois,1,64,1480,689,180,171,0.434,,0.819,23.1,10.8,2.8,2.7,2.4,0.078,-1.5,0.2
1966,30,30,CHI,Ed Bodkin,Eastern Kentucky University,,,,,,,,,,,,,,,,,
1966,31,31,NYK,Lee DeFore,Auburn,,,,,,,,,,,,,,,,,
1966,32,32,DET,Jeffrey Congdon,BYU,,,,,,,,,,,,,,,,,
1966,33,33,SFW,Stephen Vacendak,Duke,,,,,,,,,,,,,,,,,
1966,34,34,STL,Bob McIntyre,St. John's,,,,,,,,,,,,,,,,,
1966,35,35,BAL,George Peeples,Iowa,,,,,,,,,,,,,,,,,
1966,36,36,CIN,Charles Schmaus,Virginia Military Institute,,,,,,,,,,,,,,,,,
1966,37,37,LAL,Archie Clark,Minnesota,10,725,23581,11819,2427,3498,0.48,,0.769,32.5,16.3,3.3,4.8,64.7,0.132,-0.4,2.4
1966,38,38,BOS,Johnny Austin,Boston College,1,4,61,23,7,4,0.227,,0.813,15.3,5.8,1.8,1,-0.1,-0.043,,
1966,39,39,PHI,Ken Wilburn,Central State University,1,7,40,18,13,3,0.471,,0.25,5.7,2.6,1.9,0.4,0,0.038,,
1966,40,40,CHI,Jim Williams,Temple,,,,,,,,,,,,,,,,,
1966,41,41,NYK,Ron Jackson,Clark Atlanta University,,,,,,,,,,,,,,,,,
1966,42,42,DET,William Pickens,Georgia Southern University,,,,,,,,,,,,,,,,,
1966,43,43,SFW,Tom Kerwin,Centenary (LA),,,,,,,,,,,,,,,,,
1966,44,44,STL,Dick Nemelka,BYU,,,,,,,,,,,,,,,,,
1966,45,45,BAL,John Beasley,Texas A&M,,,,,,,,,,,,,,,,,
1966,46,46,BAL,John Jones,LSU,,,,,,,,,,,,,,,,,
1966,47,47,CIN,Richard Parks,Saint Louis,,,,,,,,,,,,,,,,,
1966,48,48,LAL,Stan Washington,Michigan State,,,,,,,,,,,,,,,,,
1966,49,49,PHI,Tom Duff,Saint Joseph's,,,,,,,,,,,,,,,,,
1966,50,50,CHI,Larry Humes,University of Evansville,,,,,,,,,,,,,,,,,
1966,51,51,NYK,George Fisher,Utah,,,,,,,,,,,,,,,,,
1966,52,52,DET,Carroll Hooser,SMU,,,,,,,,,,,,,,,,,
1966,53,53,SFW,Jim Pitts,Northwestern,,,,,,,,,,,,,,,,,
1966,54,54,STL,Lonnie Wright,Colorado State,,,,,,,,,,,,,,,,,
1966,55,55,BAL,Jeff Newman,Penn,,,,,,,,,,,,,,,,,
1966,56,56,CIN,Steve Cunningham,Western Kentucky,,,,,,,,,,,,,,,,,
1966,57,57,LAL,Keith Thomas,Vanderbilt,,,,,,,,,,,,,,,,,
1966,58,58,BOS,Charlie Hunter,Oklahoma City University,,,,,,,,,,,,,,,,,
1966,59,59,PHI,Red Robbins,Tennessee,,,,,,,,,,,,,,,,,
1966,60,60,NYK,Mike Dabich,New Mexico State,,,,,,,,,,,,,,,,,
1966,61,61,DET,Ted Manning,NC Central,,,,,,,,,,,,,,,,,
1966,62,62,SFW,Lon Hughey,Fresno State,,,,,,,,,,,,,,,,,
1966,63,63,STL,Jay Neary,UNC Wilmington,,,,,,,,,,,,,,,,,
1966,64,64,BAL,Dave Mills,DePaul,,,,,,,,,,,,,,,,,
1966,65,65,CIN,Gary Schull,Florida State,,,,,,,,,,,,,,,,,
1966,66,66,LAL,Tab Jackson,Albertson College of Idaho,,,,,,,,,,,,,,,,,
1966,67,67,BOS,Jerry Ward,Maryland,,,,,,,,,,,,,,,,,
1966,68,68,CHI,John Comeaux,Grambling State University,,,,,,,,,,,,,,,,,
1966,69,69,NYK,Mike Silliman,United States Military Academy,1,36,366,91,62,23,0.456,,0.487,10.2,2.5,1.7,0.6,0.3,0.037,,
1966,70,70,DET,George McNeil,Southern Illinois,,,,,,,,,,,,,,,,,
1966,71,71,SFW,Ken Washington,UCLA,,,,,,,,,,,,,,,,,
1966,72,72,STL,Brian Williams,Xavier,,,,,,,,,,,,,,,,,
1966,73,73,BAL,Roland West,Cincinnati,1,4,14,4,5,0,0.4,,,3.5,1,1.3,0,0,-0.003,,
1966,74,74,CIN,Ron Krick,Cincinnati,,,,,,,,,,,,,,,,,
1966,75,75,LAL,John Wetzel,Virginia Tech,7,357,4714,1215,682,494,0.429,,0.81,13.2,3.4,1.9,1.4,6.6,0.068,-0.8,0.7
1966,76,76,BOS,Russ Gumina,San Francisco,,,,,,,,,,,,,,,,,
1966,77,77,CHI,Bill Curtis,Michigan State,,,,,,,,,,,,,,,,,
1966,78,78,NYK,Bill Turner,University of Akron,6,294,4060,1597,1039,167,0.407,,0.728,13.8,5.4,3.5,0.6,4.8,0.057,,
1966,79,79,STL,Al Grant,Long Island University,,,,,,,,,,,,,,,,,
1966,80,80,BAL,Chuck Gardner,Colorado,,,,,,,,,,,,,,,,,
1966,81,81,CIN,Billy Smith,Loyola Chicago,,,,,,,,,,,,,,,,,
1966,82,82,LAL,Julian Hammond,Tulsa,,,,,,,,,,,,,,,,,
1966,83,83,PHI,Pat Caldwell,Rockhurst University,,,,,,,,,,,,,,,,,
1966,84,84,CHI,Gene Summers,Northern Michigan University,,,,,,,,,,,,,,,,,
1966,85,85,NYK,Richard Moore,Hiram Scott College,,,,,,,,,,,,,,,,,
1966,86,86,STL,Don Yates,Minnesota,,,,,,,,,,,,,,,,,
1966,87,87,BAL,Guy Manning,Prairie View A&M University,,,,,,,,,,,,,,,,,
1966,88,88,CIN,Freddie Lewis,Arizona State,2,64,886,373,91,96,0.401,,0.771,13.8,5.8,1.4,1.5,0.6,0.031,-3.7,-0.2
1966,89,89,LAL,Mike Rooney,Oklahoma,,,,,,,,,,,,,,,,,
1966,90,90,PHI,Bob Bedell,Stanford,,,,,,,,,,,,,,,,,
1966,91,91,CHI,Don Swanson,DePaul,,,,,,,,,,,,,,,,,
1966,92,92,NYK,Rich Dyer,NYU,,,,,,,,,,,,,,,,,
1966,93,93,STL,Curt Gammell,Pacific Lutheran University,,,,,,,,,,,,,,,,,
1966,94,94,BAL,Stan McKenzie,NYU,7,396,7479,3579,1117,611,0.444,,0.802,18.9,9,2.8,1.5,14.5,0.093,-5.2,-0.1
1966,95,95,CIN,R.B. Lynam,Oklahoma Baptist University,,,,,,,,,,,,,,,,,
1966,96,96,LAL,George Grams,Purdue,,,,,,,,,,,,,,,,,
1966,97,97,CHI,Carver Clinton,Penn State,,,,,,,,,,,,,,,,,
1966,98,98,NYK,Dave Deutsch,University of Rochester,1,19,93,21,21,15,0.167,,0.45,4.9,1.1,1.1,0.8,-0.5,-0.24,,
1966,99,99,STL,Lonnie Lynn,Wilberforce University,,,,,,,,,,,,,,,,,
1966,100,100,BAL,Grant Simmons,Nebraska,,,,,,,,,,,,,,,,,
1966,101,101,NYK,Bob Bennett,UNC,,,,,,,,,,,,,,,,,
1966,102,102,STL,Nick Aloi,Bowling Green,,,,,,,,,,,,,,,,,
1966,103,103,BAL,Al Lopes,Kansas,,,,,,,,,,,,,,,,,
1966,104,104,STL,Ollie Carter,San Francisco,,,,,,,,,,,,,,,,,
1966,105,105,BAL,Jim Harter,University of Texas-Pan American,,,,,,,,,,,,,,,,,
1966,106,106,STL,Paul Long,Wake Forest,3,71,436,274,57,54,0.464,,0.753,6.1,3.9,0.8,0.8,1,0.111,,
1966,107,107,BAL,Howard Bayne,Tennessee,,,,,,,,,,,,,,,,,
1966,108,108,STL,Eddie Jackson,Bradley,,,,,,,,,,,,,,,,,
1966,109,109,BAL,Ken Barnes,Wisconsin,,,,,,,,,,,,,,,,,
1966,110,110,BAL,Chris Pervall,Iowa,,,,,,,,,,,,,,,,,
1966,111,111,BAL,Jerry Trice,Weber State,,,,,,,,,,,,,,,,,
1966,112,112,BAL,Gene Visscher,Weber State,,,,,,,,,,,,,,,,,
1967,1,1,DET,Jimmy Walker,Providence,9,698,23590,11655,1860,2429,0.461,,0.829,33.8,16.7,2.7,3.5,42.9,0.087,-1.4,1.4
1967,2,2,BAL,Earl Monroe,Winston-Salem State,13,926,29636,17454,2796,3594,0.464,,0.807,32,18.8,3,3.9,77.4,0.125,0.8,9.8
1967,3,3,CHI,Clem Haskins,Western Kentucky,9,681,17624,8743,2087,2382,0.449,,0.792,25.9,12.8,3.1,3.5,35.8,0.097,-0.1,1.5
1967,4,4,DET,Sonny Dove,St. John's,2,57,398,174,114,23,0.394,,0.581,7,3.1,2,0.4,0,-0.003,,
1967,5,5,NYK,Walt Frazier,Southern Illinois,13,825,30965,15581,4830,5040,0.49,0,0.786,37.5,18.9,5.9,6.1,113.5,0.176,2.5,15.5
1967,6,6,SEA,Al Tucker,Oklahoma Baptist University,3,257,5348,2431,1283,230,0.453,,0.702,20.8,9.5,5,0.9,7.2,0.065,,
1967,7,7,SDR,Pat Riley,Kentucky,9,528,8187,3906,855,913,0.414,,0.705,15.5,7.4,1.6,1.7,4.5,0.026,-4.7,-2.2
1967,8,8,STL,Tom Workman,Seattle University,2,43,187,109,52,5,0.432,,0.711,4.3,2.5,1.2,0.1,0.4,0.107,,
1967,9,9,CIN,Mel Daniels,New Mexico,1,11,126,39,34,6,0.371,,0.565,11.5,3.5,3.1,0.5,0,-0.002,-4.3,-0.1
1967,10,10,SFW,Dave Lattin,Texas-El Paso,2,112,1244,506,427,62,0.4,,0.644,11.1,4.5,3.8,0.6,0.7,0.028,,
1967,11,11,BOS,Mal Graham,NYU,2,70,889,327,118,75,0.398,,0.657,12.7,4.7,1.7,1.1,0.8,0.043,,
1967,12,12,PHI,Craig Raymond,BYU,1,27,177,55,68,8,0.344,,0.647,6.6,2,2.5,0.3,0,-0.001,,
1967,13,13,BAL,Jimmy Jones,Grambling State University,3,140,2590,901,272,283,0.505,,0.738,18.5,6.4,1.9,2,6.2,0.115,-0.4,1
1967,14,14,DET,Steve Sullivan,Georgetown,,,,,,,,,,,,,,,,,
1967,15,15,CHI,Byron Beck,Denver,1,53,480,250,96,33,0.435,,0.818,9.1,4.7,1.8,0.6,0.8,0.078,-3.1,-0.1
1967,16,16,LAL,Randolph Mahaffey,Clemson,,,,,,,,,,,,,,,,,
1967,17,17,NYK,Phil Jackson,University of North Dakota,12,807,14201,5428,3454,898,0.453,0,0.736,17.6,6.7,4.3,1.1,29.3,0.099,-0.9,2.4
1967,18,18,SDR,Bob Netolicky,Drake University,,,,,,,,,,,,,,,,,
1967,19,19,SEA,Bob Rule,Colorado State,8,403,11862,7007,3333,594,0.461,,0.686,29.4,17.4,8.3,1.5,22.7,0.092,-3.1,-0.2
1967,20,20,BAL,Malkin Strong,Seattle University,,,,,,,,,,,,,,,,,
1967,21,21,DET,Darrell Hardy,Baylor,,,,,,,,,,,,,,,,,
1967,22,22,CHI,John Dickson,Arkansas State University,,,,,,,,,,,,,,,,,
1967,23,23,LAL,Dwight Smith,Western Kentucky,,,,,,,,,,,,,,,,,
1967,24,24,NYK,Gary Gregor,South Carolina,4,296,7397,2905,2065,436,0.431,,0.715,25,9.8,7,1.5,2.6,0.017,,
1967,25,25,STL,Bob Verga,Duke,1,21,216,104,18,17,0.452,,0.625,10.3,5,0.9,0.8,0.1,0.032,-2.9,0
1967,26,26,CIN,Gary Gray,Oklahoma City University,1,44,276,105,23,26,0.366,,0.7,6.3,2.4,0.5,0.6,-0.5,-0.093,,
1967,27,27,SFW,Bill Turner,University of Akron,6,294,4060,1597,1039,167,0.407,,0.728,13.8,5.4,3.5,0.6,4.8,0.057,,
1967,28,28,CIN,Sam Smith,Kentucky Wesleyan College,,,,,,,,,,,,,,,,,
1967,29,29,SDR,Richard Moore,Hiram Scott College,,,,,,,,,,,,,,,,,
1967,30,30,SEA,Sam Singleton,Nebraska-Omaha,,,,,,,,,,,,,,,,,
1967,31,31,SDR,Nick Jones,Oregon,3,188,2264,1003,216,247,0.413,,0.772,12,5.3,1.1,1.3,2.1,0.046,,
1967,32,32,BAL,Al Salvadori,South Carolina,,,,,,,,,,,,,,,,,
1967,33,33,DET,Ronald Franz,Kansas,,,,,,,,,,,,,,,,,
1967,34,34,CHI,Jim Burns,Northwestern,,3,11,4,2,1,0.286,,,3.7,1.3,0.7,0.3,-0.1,-0.248,,
1967,35,35,LAL,Cliff Anderson,Saint Joseph's,3,81,581,247,103,68,0.351,,0.593,7.2,3,1.3,0.8,0.3,0.021,,
1967,36,36,NYK,Keith Swagerty,University of the Pacific,,,,,,,,,,,,,,,,,
1967,37,37,STL,Wesley Bialosuknia,UConn,,,,,,,,,,,,,,,,,
1967,38,38,CIN,Louie Dampier,Kentucky,3,232,4431,1553,261,643,0.488,,0.748,19.1,6.7,1.1,2.8,6.7,0.073,-1,1.1
1967,39,39,SFW,Bobby Lewis,UNC,4,255,4303,1481,533,555,0.381,,0.712,16.9,5.8,2.1,2.2,1.1,0.012,,
1967,40,40,BOS,Neville Shedd,Texas-El Paso,,,,,,,,,,,,,,,,,
1967,41,41,SDR,Ronald Kozlicki,Northwestern,,,,,,,,,,,,,,,,,
1967,42,42,SDR,Craig Dill,Michigan,,,,,,,,,,,,,,,,,
1967,43,43,SEA,Larry Bunce,Utah State University,,,,,,,,,,,,,,,,,
1967,44,44,BAL,Dexter Westbrook,Providence,,,,,,,,,,,,,,,,,
1967,45,45,DET,Paul Long,Wake Forest,3,71,436,274,57,54,0.464,,0.753,6.1,3.9,0.8,0.8,1,0.111,,
1967,46,46,CHI,Dick Pruet,Jacksonville University,,,,,,,,,,,,,,,,,
1967,47,47,LAL,Joe Allen,Bradley,,,,,,,,,,,,,,,,,
1967,48,48,NYK,Barry Leibowitz,Long Island University,,,,,,,,,,,,,,,,,
1967,49,49,STL,Mike Wittman,Miami (FL),,,,,,,,,,,,,,,,,
1967,50,50,CIN,Trooper Washington,Cheyney (PA),,,,,,,,,,,,,,,,,
1967,51,51,SFW,Mike Lynn,UCLA,2,49,428,126,68,31,0.329,,0.667,8.7,2.6,1.4,0.6,-0.3,-0.035,,
1967,52,52,BOS,Mike Redd,Kentucky Wesleyan College,,,,,,,,,,,,,,,,,
1967,53,53,PHI,Jim Reid,Winston-Salem State,1,6,52,21,11,3,0.5,,0.2,8.7,3.5,1.8,0.5,0.1,0.078,,
1967,54,54,SEA,Plummer Lott,Seattle University,2,67,638,147,123,43,0.294,,0.583,9.5,2.2,1.8,0.6,-1.3,-0.101,,
1967,55,55,SDR,Herb McPherson,Murray State,,,,,,,,,,,,,,,,,
1967,56,56,BAL,Bob Riedy,Duke,,,,,,,,,,,,,,,,,
1967,57,57,DET,Vaughn Harper,Syracuse,,,,,,,,,,,,,,,,,
1967,58,58,CHI,Marlbert Pradd,Dillard University,,,,,,,,,,,,,,,,,
1967,59,59,LAL,Gary Keller,Florida,,,,,,,,,,,,,,,,,
1967,60,60,NYK,Bob Benfield,West Virginia,,,,,,,,,,,,,,,,,
1967,61,61,STL,John Morrison,Canisius,,,,,,,,,,,,,,,,,
1967,62,62,CIN,Frank Stronczek,American International College,,,,,,,,,,,,,,,,,
